run_id,framework,dataset,strategy,partition_strategy,clients,rounds,samples_per_client,alpha,shards_per_client,epochs,final_accuracy,final_loss,final_accuracy_std,final_worst_client_accuracy,fairness_gap,wall_clock_time_seconds,avg_cpu_usage_percent,avg_peak_memory_mb,avg_compute_time_seconds,avg_comm_size_mb,avg_aggregation_time_sec,started_at,completed_at,n_rounds_logged,framework_label,dataset_label
fedml-femnist-aug25_1904-aa53,fedml,femnist,FedAvg,iid,5,10,1000,,,3,0.714,1.067734445631504,0.0531,0.65,0.06399999999999995,48.69,14.8,958.789296875,1.8291174745559693,6.320060729980469,0.0,2026-08-25 19:04:24.911293,2026-08-25 19:05:22.347268,10,FedML,FEMNIST
fedml-femnist-aug25_1905-4663,fedml,femnist,FedAvg,iid,5,15,1000,,,3,0.72,1.1445063412189485,0.051,0.64,0.07999999999999996,60.25,13.997333333333332,966.3420833333333,1.811075185139974,6.320060729980469,0.0,2026-08-25 19:05:24.963897,2026-08-25 19:06:34.109462,15,FedML,FEMNIST
fedml-femnist-aug25_1906-0ede,fedml,femnist,FedAvg,iid,8,5,1000,,,3,0.70125,1.1539098280481994,0.0362,0.64,0.06125000000000003,42.19,14.5,942.9388671875,1.697673499584198,6.320060729980469,0.002,2026-08-25 19:06:40.028578,2026-08-25 19:07:31.016170,5,FedML,FEMNIST
fedml-femnist-aug25_1907-115d,fedml,femnist,FedAvg,iid,8,10,1000,,,3,0.74375,0.9878430902026594,0.0229,0.71,0.03375000000000006,53.65,14.123750000000001,958.305078125,1.7063760340213776,6.320060729980469,0.001,2026-08-25 19:07:40.081710,2026-08-25 19:08:42.461588,10,FedML,FEMNIST
fedml-femnist-aug25_1908-d72d,fedml,femnist,FedAvg,iid,8,15,1000,,,3,0.76375,1.0161643571627792,0.0234,0.72,0.04375000000000007,68.69,15.914166666666668,970.6175130208334,1.8311858534812928,6.320060729980469,0.0006666666666666666,2026-08-25 19:08:55.148815,2026-08-25 19:10:12.746030,15,FedML,FEMNIST
fedml-femnist-aug25_1910-9475,fedml,femnist,FedAvg,iid,2,5,2000,,,3,0.8175,0.7563357299992016,0.0025,0.815,0.0025000000000000577,39.78,14.0,943.828125,3.754890871047974,6.320060729980469,0.0,2026-08-25 19:10:25.227624,2026-08-25 19:11:13.825150,5,FedML,FEMNIST
fedml-femnist-aug25_1911-6c7e,fedml,femnist,FedAvg,iid,2,10,2000,,,3,0.78,1.0371871239372663,0.005,0.775,0.0050000000000000044,61.26,15.495,954.9873046875,3.7911985993385313,6.320060729980469,0.0,2026-08-25 19:11:25.275967,2026-08-25 19:12:35.220513,10,FedML,FEMNIST
fedml-femnist-aug25_1912-a05f,fedml,femnist,FedAvg,iid,2,15,2000,,,3,0.78,1.2939454285161835,0.01,0.77,0.010000000000000009,82.87,13.333333333333334,968.0270833333333,3.7569596846898397,6.320060729980469,0.0,2026-08-25 19:12:40.329796,2026-08-25 19:14:11.930296,15,FedML,FEMNIST
fedml-femnist-aug25_1914-12bd,fedml,femnist,FedAvg,iid,5,5,2000,,,3,0.752,0.9218451270035335,0.0293,0.7,0.052000000000000046,45.42,14.0,943.03265625,3.4785705184936524,6.320060729980469,0.002,2026-08-25 19:14:25.401910,2026-08-25 19:15:19.778515,5,FedML,FEMNIST
fedml-femnist-aug25_1915-5659,fedml,femnist,FedAvg,iid,5,10,2000,,,3,0.77,1.0384996908051627,0.0158,0.755,0.015000000000000013,66.12,14.597999999999999,953.845546875,3.4654122495651247,6.320060729980469,0.0,2026-08-25 19:15:25.449147,2026-08-25 19:16:40.298408,10,FedML,FEMNIST
fedml-femnist-aug25_1916-495c,fedml,femnist,FedAvg,iid,5,15,2000,,,3,0.786,1.1917432065520968,0.0244,0.755,0.031000000000000028,90.06,14.933333333333334,966.8550520833334,3.5337846660614014,6.320060729980469,0.002,2026-08-25 19:16:40.507757,2026-08-25 19:18:19.271807,15,FedML,FEMNIST
fedml-femnist-aug25_1918-c45a,fedml,femnist,FedAvg,iid,8,5,2000,,,3,0.77125,0.8453864670757737,0.0225,0.74,0.03125,52.17,15.25,943.8396484375,3.4017566442489624,6.320060729980469,0.002,2026-08-25 19:18:25.585762,2026-08-25 19:19:26.596472,5,FedML,FEMNIST
fedml-femnist-aug25_1919-8396,fedml,femnist,FedAvg,iid,8,10,2000,,,3,0.78875,0.8491773730409997,0.0145,0.77,0.018749999999999933,74.25,14.5,953.334912109375,3.50209441781044,6.320060729980469,0.001,2026-08-25 19:19:40.646419,2026-08-25 19:21:03.642723,10,FedML,FEMNIST
fedml-femnist-aug25_1921-07c9,fedml,femnist,FedAvg,iid,8,15,2000,,,3,0.80625,0.9154410885114754,0.0147,0.785,0.02124999999999999,100.8,15.333333333333334,967.4985026041667,3.596238629023234,6.320060729980469,0.0006666666666666666,2026-08-25 19:21:10.716303,2026-08-25 19:23:00.284231,15,FedML,FEMNIST
fedml-femnist-aug25_1923-fbd7,fedml,femnist,FedAvg,iid,2,5,4000,,,3,0.78375,0.8258148695413883,0.0113,0.7725,0.011249999999999982,57.72,12.0,945.548828125,6.83653712272644,6.320060729980469,0.002,2026-08-25 19:23:10.813333,2026-08-25 19:24:17.289247,5,FedML,FEMNIST
fedml-femnist-aug25_1924-840a,fedml,femnist,FedAvg,iid,2,10,4000,,,3,0.78125,1.2163181866590793,0.0062,0.775,0.006249999999999978,104.57,14.5,959.706640625,7.678378677368164,6.320060729980469,0.0,2026-08-25 19:24:25.868536,2026-08-25 19:26:19.167159,10,FedML,FEMNIST
fedml-femnist-aug25_1926-fc06,fedml,femnist,FedAvg,iid,2,15,4000,,,3,0.7775,1.6063566849781916,0.0125,0.765,0.012499999999999956,141.89,12.666666666666666,966.8149739583333,7.276635924975078,6.320060729980469,0.0006666666666666666,2026-08-25 19:26:25.943405,2026-08-25 19:28:56.490359,15,FedML,FEMNIST
fedml-femnist-aug25_1929-4de8,fedml,femnist,FedAvg,iid,5,5,4000,,,3,0.7845,0.7699059493266619,0.027,0.745,0.03949999999999998,67.1,14.796,942.75296875,6.933185081481934,6.320060729980469,0.0,2026-08-25 19:29:11.040799,2026-08-25 19:30:26.794375,5,FedML,FEMNIST
fedml-femnist-aug25_1930-9c61,fedml,femnist,FedAvg,iid,5,10,4000,,,3,0.8035,0.9254847973585126,0.0171,0.7775,0.026000000000000023,110.08,13.398,953.591953125,7.050064549446106,6.320060729980469,0.001,2026-08-25 19:30:41.103465,2026-08-25 19:32:39.945394,10,FedML,FEMNIST
fedml-femnist-aug25_1932-b5fc,fedml,femnist,FedAvg,iid,5,15,4000,,,3,0.8115,1.0894808505590146,0.0176,0.7825,0.029000000000000026,143.51,15.732000000000001,970.6159895833333,6.536944001515707,6.320060729980469,0.0,2026-08-25 19:32:41.177378,2026-08-25 19:35:13.527075,15,FedML,FEMNIST
fedml-femnist-aug25_1935-9d06,fedml,femnist,FedAvg,iid,8,5,4000,,,3,0.7921875,0.6799730207914344,0.0166,0.77,0.022187500000000027,72.74,14.25,946.590625,7.044626140594483,6.320060729980469,0.0,2026-08-25 19:35:26.286249,2026-08-25 19:36:47.832729,5,FedML,FEMNIST
fedml-femnist-aug25_1936-a7f4,fedml,femnist,FedAvg,iid,8,10,4000,,,3,0.813125,0.6846294336450788,0.0152,0.795,0.018124999999999947,116.22,14.375,964.417236328125,6.876000267267227,6.320060729980469,0.001,2026-08-25 19:36:56.352449,2026-08-25 19:39:01.376992,10,FedML,FEMNIST
fedml-femnist-aug25_1939-1645,fedml,femnist,FedAvg,iid,8,15,4000,,,3,0.8203125,0.7929186637584981,0.0135,0.805,0.015312499999999951,141.08,15.083333333333334,972.9944986979167,6.163417571783066,6.320060729980469,0.0006666666666666666,2026-08-25 19:39:11.441758,2026-08-25 19:41:41.478881,15,FedML,FEMNIST
