run_id,framework,dataset,strategy,partition_strategy,clients,rounds,samples_per_client,alpha,shards_per_client,epochs,final_accuracy,final_loss,final_accuracy_std,final_worst_client_accuracy,fairness_gap,wall_clock_time_seconds,avg_cpu_usage_percent,avg_peak_memory_mb,avg_compute_time_seconds,avg_comm_size_mb,avg_aggregation_time_sec,started_at,completed_at,n_rounds_logged
nvflare-femnist-aug24_1155-0535,nvflare,femnist,FedAvg,iid,5,5,1000,,,3,0.66,1.015476405620575,0.0301,0.66,0.0,1232.58,99.16,842.8809375,233.65829385757445,6.320060729980469,7.1,2026-08-24 11:55:29.104944,2026-08-24 12:16:02.471950,5
nvflare-femnist-aug24_1216-81ff,nvflare,femnist,FedAvg,iid,5,10,1000,,,3,0.71,0.894786074757576,0.0265,0.71,0.0,2578.69,99.18799999999993,848.0771875,247.85382076740265,6.320060729980469,6.3420000000000005,2026-08-24 12:16:14.725074,2026-08-24 12:59:14.185620,10
nvflare-femnist-aug24_1259-8063,nvflare,femnist,FedAvg,iid,5,15,1000,,,3,0.69,0.9849160090088844,0.0358,0.69,0.0,2957.1,98.89199999999995,845.9127083333333,177.57312681516012,6.320060729980469,8.275333333333332,2026-08-24 12:59:16.133832,2026-08-24 13:48:33.968303,15
nvflare-femnist-aug24_1348-f29a,nvflare,femnist,FedAvg,iid,8,5,1000,,,3,0.65,1.1260662078857422,0.0401,0.65,0.0,1594.58,99.10499999999998,844.85830078125,285.3811667740345,6.320060729980469,24.256,2026-08-24 13:48:47.770179,2026-08-24 14:15:23.105621,5
nvflare-femnist-aug24_1415-af63,nvflare,femnist,FedAvg,iid,8,10,1000,,,3,0.73,1.0044148862361908,0.0269,0.73,0.0,3573.75,99.26374999999999,846.2740234375,337.4819959551096,6.320060729980469,50.72899999999999,2026-08-24 14:15:33.612061,2026-08-24 15:15:08.138789,10
nvflare-femnist-aug24_1515-d315,nvflare,femnist,FedAvg,iid,8,15,1000,,,3,0.77,0.9357150048017502,0.0187,0.77,0.0,0.0,99.50227272727274,849.5901988636364,310.4657131623138,6.320060729980469,8.100833333333332,2026-08-24 15:15:20.662431,2026-08-24 16:16:16.074788,12
nvflare-femnist-aug24_1616-d593,nvflare,femnist,FedAvg,iid,2,5,2000,,,3,0.825,0.8189118376799992,0.01,0.805,0.019999999999999907,1173.96,98.58000000000001,849.037109375,217.3110461473465,6.320060729980469,5.353999999999999,2026-08-24 16:16:22.666899,2026-08-24 16:35:57.392877,5
nvflare-femnist-aug24_1636-f0a0,nvflare,femnist,FedAvg,iid,2,10,2000,,,3,0.82,0.870173020022256,0.01,0.8,0.019999999999999907,2552.4,98.97,849.1515625,222.81113450527192,6.320060729980469,24.184000000000005,2026-08-24 16:36:08.241382,2026-08-24 17:18:41.371483,10
nvflare-femnist-aug24_1718-f8b3,nvflare,femnist,FedAvg,iid,2,15,2000,,,3,0.795,0.868509788598333,0.005,0.785,0.010000000000000009,0.0,95.11250000000001,843.3759765625,395.54457552731037,6.320060729980469,16.39111111111111,2026-08-24 17:18:54.534993,2026-08-24 18:19:37.192561,9
nvflare-femnist-aug24_1819-a677,nvflare,femnist,FedAvg,iid,5,5,2000,,,3,0.77,0.7951838970184326,0.0175,0.77,0.0,3180.3,93.692,845.14296875,614.8666676425934,6.320060729980469,17.506,2026-08-24 18:19:41.494400,2026-08-24 19:12:42.656406,5
nvflare-femnist-aug24_2011-d32e,nvflare,femnist,FedAvg,iid,8,15,1000,,,3,0.75,0.8709772974252701,0.0269,0.75,0.0,110.14,34.70666666666667,816.3237955729167,1.5567044198513031,6.320060729980469,3.7760000000000002,2026-08-24 20:11:05.521464,2026-08-24 20:12:56.299665,15
nvflare-femnist-aug24_2013-85f7,nvflare,femnist,FedAvg,iid,2,15,2000,,,3,0.79,1.1722424030303955,0.0225,0.79,0.0,118.51,35.419999999999995,821.1747395833333,2.981750822067261,6.320060729980469,2.9593333333333334,2026-08-24 20:13:05.615120,2026-08-24 20:15:04.731368,15
nvflare-femnist-aug24_2015-5b47,nvflare,femnist,FedAvg,iid,5,10,2000,,,3,0.795,0.6827575010912759,0.0081,0.78,0.015000000000000013,91.75,34.492,820.64390625,2.8523766660690306,6.320060729980469,3.789,2026-08-24 20:15:05.683413,2026-08-24 20:16:38.102447,10
nvflare-femnist-aug24_2016-842a,nvflare,femnist,FedAvg,iid,5,15,2000,,,3,0.75,1.0514850957053048,0.0371,0.75,0.0,130.09,34.82266666666666,811.5655729166666,3.205179764429728,6.320060729980469,4.017333333333333,2026-08-24 20:16:50.755677,2026-08-24 20:19:01.468600,15
nvflare-femnist-aug24_2019-0420,nvflare,femnist,FedAvg,iid,8,5,2000,,,3,0.79,0.8862991077559335,0.0265,0.77,0.020000000000000018,64.31,36.67,813.2703125,3.120347797870636,6.320060729980469,2.902,2026-08-24 20:19:05.838179,2026-08-24 20:20:10.772125,5
nvflare-femnist-aug24_2020-e284,nvflare,femnist,FedAvg,iid,8,10,2000,,,3,0.81,0.8300937329019819,0.0197,0.8,0.010000000000000009,107.38,35.92249999999999,815.560546875,3.2481031894683836,6.320060729980469,4.515,2026-08-24 20:20:20.893459,2026-08-24 20:22:08.900159,10
nvflare-femnist-aug24_2022-1252,nvflare,femnist,FedAvg,iid,8,15,2000,,,3,0.81,0.940135087285723,0.0257,0.785,0.025000000000000022,129.94,36.67083333333334,820.3596028645833,2.9860966046651205,6.320060729980469,3.652,2026-08-24 20:22:20.975987,2026-08-24 20:24:31.539780,15
nvflare-femnist-aug24_2024-09e7,nvflare,femnist,FedAvg,iid,2,5,4000,,,3,0.8175,0.575157839518327,0.0025,0.8125,0.0050000000000000044,69.91,34.17999999999999,809.3421875,5.947752070426941,6.320060729980469,2.4739999999999998,2026-08-24 20:24:36.068956,2026-08-24 20:25:46.595204,5
nvflare-femnist-aug24_2025-32a4,nvflare,femnist,FedAvg,iid,2,10,4000,,,3,0.81,0.97099952514355,0.0,0.81,0.0,129.64,34.26,807.3240234375,6.829091572761536,6.320060729980469,2.881,2026-08-24 20:25:51.115041,2026-08-24 20:28:01.335056,10
nvflare-femnist-aug24_2028-7e7c,nvflare,femnist,FedAvg,iid,2,15,4000,,,3,0.8075,1.2911625733742347,0.0037,0.8,0.007499999999999951,166.42,33.236666666666665,811.2483072916667,6.087990442911784,6.320060729980469,3.42,2026-08-24 20:28:06.187186,2026-08-24 20:30:53.229164,15
nvflare-femnist-aug24_2031-9f9d,nvflare,femnist,FedAvg,iid,5,5,4000,,,3,0.8075,0.6160444193161451,0.0102,0.8,0.007499999999999951,79.07,35.304,814.389375,5.9174711132049564,6.320060729980469,3.5680000000000005,2026-08-24 20:31:06.286707,2026-08-24 20:32:25.981439,5
nvflare-femnist-aug24_2032-e0fd,nvflare,femnist,FedAvg,iid,5,10,4000,,,3,0.8225,0.6475235659342545,0.008,0.8225,0.0,135.68,35.446,817.912109375,6.233274502754211,6.320060729980469,3.557,2026-08-24 20:32:36.346635,2026-08-24 20:34:52.651273,10
nvflare-femnist-aug24_2035-e005,nvflare,femnist,FedAvg,iid,5,15,4000,,,3,0.825,0.7474845980222409,0.0075,0.8125,0.012499999999999956,190.37,35.42666666666667,818.2415625,6.518156493504842,6.320060729980469,4.918,2026-08-24 20:35:06.433265,2026-08-24 20:38:17.438055,15
nvflare-femnist-aug24_2038-7bf6,nvflare,femnist,FedAvg,iid,8,5,4000,,,3,0.825,0.565059476173841,0.0161,0.8025,0.022499999999999964,82.34,38.447500000000005,812.95498046875,6.154826271533966,6.320060729980469,2.8779999999999997,2026-08-24 20:38:21.541897,2026-08-24 20:39:44.557517,5
nvflare-femnist-aug24_2039-333b,nvflare,femnist,FedAvg,iid,8,10,4000,,,3,0.855,0.5365574434399605,0.0111,0.8375,0.01749999999999996,139.41,37.93374999999999,819.138037109375,6.3637946337461475,6.320060729980469,5.552999999999999,2026-08-24 20:39:51.602690,2026-08-24 20:42:11.618884,10
nvflare-femnist-aug24_2042-e65b,nvflare,femnist,FedAvg,iid,8,15,4000,,,3,0.865,0.56784761009308,0.0148,0.815,0.050000000000000044,190.42,38.34499999999999,815.3374348958333,6.183781544367473,6.320060729980469,4.565333333333333,2026-08-24 20:42:21.693584,2026-08-24 20:45:32.757295,15
